event_id_cnty,notes,gold_label,gold_label_full,actor_norm
CAO5428,"Around 12 September 2021 (weekend of), the military forces engaged in fire fights with Ambazonian separatists in Bamenda town, Bamenda 1 subdivision (Mezam, Nord-Ouest), resulting in 11 people getting killed.",B,Battles,State forces (Cameroon)
CAO4205,"On 10 December 2020, the military forces arrested and killed a civilian in Bamenda town (Mezam, Nord-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO4309,"On 26 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Talli 2 village, Manyu Division (Manyu, Sud-Ouest). At least one person was killed.",B,Battles,State forces (Cameroon)
CAO9737,"Other: On 5 November 2022, military forces travelling from Bamenda towards Batibo fired several shots in the air at the roundabouts in Bali (Bali, Mezam, Nord-Ouest) to prevent possible attacks from Ambazonian Separatists fighters.",S,Strategic developments,State forces (Cameroon)
CAO15907,"Weapons seizure: On 7 October 2024, acting on a tip-off, the gendarmerie forces recovered 5 IEDs, melee weapons, magazines of bullets, and narcotics from a private residence in Tole (Buea, Fako, Sud-Ouest). They arrested 2 men suspected of collaborating with the Ambazonian Separatists.",S,Strategic developments,State forces (Cameroon)
CAO3498,"On 21 July 2020, military forces opened fire around a food market in Bamenda town (Mezam, Nord-Ouest). One person was reportedly killed and property destroyed.",V,Violence against civilians,State forces (Cameroon)
CAO5158,"Property destruction: On 19 May 2021, the military forces raided Kumbo town, Jakiri subdivision (Bui, Nord-Ouest). They burnt dozens of houses down. No fatality and/or casualty reported.",S,Strategic developments,State forces (Cameroon)
CAO3083,"On 9 March 2020, the military forces reportedly killed a pastor alongside 7 members of his church in Widikum town (Momo, Nord-Ouest). The military forces reportedly established a base in the church.",V,Violence against civilians,State forces (Cameroon)
CAO4323,"On 1 February 2021, the army's rapid intervention force repelled a Boko Haram attack in Ganse village (Mayo-Sava, Extreme-Nord), killing several assailants. Fatalities coded as 3.",B,Battles,State forces (Cameroon)
CAO10918,"On 22 November 2023, the army's Rapid Intervention Battalion assaulted and arrested a male civilian from his residence in Batibo (Batibo, Momo, Nord-Ouest). No information on injuries.",V,Violence against civilians,State forces (Cameroon)
CAO11059,"Other: On 26 December 2023, the military forces fired multiple gunshots in the early hours of the morning in Koke (Muyuka, Fako, Sud-Ouest) under unclear circumstances.",S,Strategic developments,State forces (Cameroon)
CAO5016,"On 7 February 2021, the military forces engaged in fire fights with Ambazonian separatists in Bamunka village, Ndop subdivision (Ngo-Ketunjia, Nord-Ouest). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO13663,"On 14 April 2024, security forces, coded as the military forces, ambushed and clashed with the Ambazonian Separatists from the Restoration forces faction at a funeral ceremony in Matoh (Kumba 2, Meme, Sud-Ouest). 1 Separatist was killed.",B,Battles,State forces (Cameroon)
CAO9836,"Property destruction: On 23 November 2022, military forces in transit set several civilian houses on fire in Sabga (Mezam, Nord-Ouest) under unclear circumstances.",S,Strategic developments,State forces (Cameroon)
CAO8491,"On 6 February 2024, the military forces and members of a local self-defense militia fired shots at travelling Boko Haram (JAS) (likely) militants on motorbikes in Aissa Harde Dangave (Mora, Mayo-Sava, Extreme-Nord). There were no fatalities. A traditional chief and a 14-year-old girl were injured. The militants escaped.",B,Battles,State forces (Cameroon)
CAO14665,"Other: On 1 July 2024, gendarmerie forces fired sporadic gunshots from the army minor outpost in Fonfukka (Bum, Boyo, Nord-Ouest). The reasons for the gunshots is not known.",S,Strategic developments,State forces (Cameroon)
CAO10304,"On 30 April 2023, state security forces, coded as military forces, acting on a tip-off, ambushed and killed six Ambazonian Separatists at a drinking spot in Maumu, coded and spelled as Mamu (Fako, Sud-Ouest).",B,Battles,State forces (Cameroon)
CAO10245,"On 30 January 2023, a member of the state security forces (coded as military) ambushed and killed a high-profile Ambazonian Separatist with the ADF faction, known as 'General Mbula,' in Eyumodjock commune, coded to Eyumojock (Manyu, Sud-Ouest). The corpse was displayed at the Tinto square and later buried by the civilians.",B,Battles,State forces (Cameroon)
CAO15344,"On 15 August 2024, after receiving a tip-off, security forces, coded as the military forces, clashed with Ambazonian Separatists at a private residence in Dibonda (Toko, Ndian, Sud-Ouest) when the Separatists attempted to abduct the traditional ruler. 2 Separatists and the traditional ruler were killed.",B,Battles,State forces (Cameroon)
CAO10401,"On 9 April 2023, State security forces, coded as the military forces carried out a mass arrest of 48 civilians from their private residences in Bole Bakundu (Kumba 1, Meme, Sud-Ouest). There were no information on the motivation for the arrests.The operation led to the displacement of several male civilians to nearby villages.",S,Strategic developments,State forces (Cameroon)
CAO15736,"On 30 September 2024, the military forces from the Rapid Intervention clashed with the Ambazonian Separatists from the Restoration Forces faction along the road in Bachuo Akagbe (Mamfe, Manyu, Sud-Ouest), following a tip-off. 1 Separatist was killed. The military forces displayed his body at a nearby road junction.",B,Battles,State forces (Cameroon)
CAO9180,"Around 21 February 2023 (as reported), the state forces, coded as the military forces killed 2 Ambazonian Separatists around Bali (Bali, Mezam, Nord-Ouest). The military forces took the 2 wounded Separatists from a private health facility before killing them.",V,Violence against civilians,State forces (Cameroon)
CAO11987,"Other: On 20 October 2023, members of the Rapid Intervention Battalion fired warning shots to scare Ambazonian Separatists from the Restoration Forces near a regular vehicular checkpoint in Bamessing (Mezam, Nord-Ouest). Some commercial vehicles were also asked to join the convoy. There were no casualties.",S,Strategic developments,State forces (Cameroon)
CAO3383,"On 14 June 2020, the military forces burnt one house down during a raid in Baba II village in Bamenda area (Mezam, Nord-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO9507,"On 10 October 2022, the military forces shot and killed 1 civilian and his 2 sons carrying out farming activities in Dienyi (Meme, Sud-Ouest) mistaking them as Ambazonian Separatists fighters.",V,Violence against civilians,State forces (Cameroon)
CAO15037,"Property destruction: On 24 July 2024, the security forces, coded as the military forces set fire to a civilian commercial facility in Jinkfuin, Belo district (Tubah, Mezam, Nord-Ouest). The military forces accused the owner of supplying items to Ambazonian Separatists.",S,Strategic developments,State forces (Cameroon)
CAO13380,"On 4 April 2024, the security forces, coded as the military forces shot and killed an unknown Separatist commander at the market in Agyati (Bafut, Mezam, Nord-Ouest). The Separatist tried to escape leading to the military forces shooting him. He died of his injuries.",B,Battles,State forces (Cameroon)
CAO3887,"On 21 August 2020, suspected soldiers 'disguised' as Ambazonian separatists robbed a local Credit Union office in Bamenda town (Mezam, Nord-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO8543,"Defusal: On 26 February 2024, the military forces defused an IED planted by an unidentified armed group along the Galim-Keneghang road, coded to Galim (Galim, Bamboutos, Ouest). There were no fatalities or injuries.",S,Strategic developments,State forces (Cameroon)
CAO2881,"On 23 January 2020, the military forces attacked the villages of Bekora Barombi, Ndoh, Njima, Mokono Barombi and Mberenge, in Ekondo Titi subdivision (Ndian, Sud-Ouest). They reportedly killed at least 14 civilians, and injured at least 3 people including a humanitarian worker and two beneficiaries of a humanitarian project.",V,Violence against civilians,State forces (Cameroon)
CAO15899,"On 9 October 2024, the security forces, coded as the military forces, arrested 39 men and 14 women from their private residences in Mambanda (Kumba 2, Meme, Sud-Ouest) during a search operation to dislodge Ambazonian Separatists from their hideouts. The arrested were taken to a detention facility.",S,Strategic developments,State forces (Cameroon)
CAO2859,"On 18 January 2020, the military forces set fire to several houses in the village of Bali-Nyonga, in Bali subdivision (Bamboutos, Ouest). No fatality and/or casualty reported.",S,Strategic developments,State forces (Cameroon)
CAO9827,"On 7 January 2023, the state security forces, coded as the military forces shot and killed a masquerade in Bambui (Tubah, Mezam, Nord-Ouest) accusing him of being an Ambazonian Separatists.",V,Violence against civilians,State forces (Cameroon)
CAO10753,"Property destruction: On 3 June 2023, state forces, coded as military, set six civilian houses on fire in Benahundu (Menchum, Nord-Ouest). The action occurred as retaliation after the forces were targeted by Ambazonian Separatists IEDs (coded separately).",S,Strategic developments,State forces (Cameroon)
CAO13210,"On 23 March 2024, state security forces, coded as the military forces, fired several warning gunshots to dislodge and dismantle an Ambazonian Separatist illegal checkpoint in Bobong (Njinikom, Boyo, Nord-Ouest). There were no fatalities or injuries.",B,Battles,State forces (Cameroon)
CAO11520,"Other: On 29 June 2023, travelling Gendarmerie forces from Mbengwi fired several gunshots to the air in Alabukam, coded to Bamenda (Bamenda 1, Mezam, Nord-Ouest) to prevent Ambazonian Separatists from attacking.",S,Strategic developments,State forces (Cameroon)
CAO11941,"On 11 October 2023, military forces from the Rapid Intervention shot and killed 2 Ambazonian Separatists at their hideout in Tashem, coded to Jakiri (Jakiri, Bui, Nord-Ouest) during a surprise ambush.",B,Battles,State forces (Cameroon)
CAO15611,"Other: On 19 September 2024, security forces, coded as the military forces, fired several shots at the military minor base in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest) for an unknown reason.",S,Strategic developments,State forces (Cameroon)
CAO14854,"Other: On 7 July 2024, a mixed contingent of security forces from the Rapid Intervention and the gendarmerie forces fired warning shots in Tabenken (Nkambe, Donga-Mantung, Nord-Ouest) during an operation to track down Ambazonian Separatists who had passed through the area.",S,Strategic developments,State forces (Cameroon)
CAO4149,"On 1 December 2020, the military forces tortured a pregnant woman in Buea town (Fako, Sud-Ouest), after arresting her in Kumba town for allegedly being the wife of an Ambazonian separatist.",V,Violence against civilians,State forces (Cameroon)
CAO10364,"On 17 April 2023, state security forces (coded as military) engaged in an armed confrontation with Ambazonian Separatists in Ber, Kumbo commune, coded as Kumbo (Bui, Nord-Ouest). Two Separatists were injured.",B,Battles,State forces (Cameroon)
